RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization,ADR_Discount_Pct,Revenue_Per_Room_Night,Rooms_Per_Attendee,Meeting_Space_Ratio,Demand_Tier,Is_Compression_Date,Day_of_Week_Arrival,Arrival_DOW_Name,Is_Weekend_Arrival,Is_Repeat_Client,Flag_Missing_Rate_Target,Flag_Short_Response_Window,Flag_Rate_Below_Baseline,Account_Prior_Events,Account_Prior_Booked,Account_Prior_Revenue,Account_Win_Rate,Is_First_Time_Account,Has_Prior_Decline,Rooms_Available_Peak_Date,Displacement_Risk_Score,Displacement_Risk_Level,Flag_High_Displacement,Flag_Date_Conflict,Completeness_Score,Urgency_Index
L-202405-14501,Lost,Dental Association,Networking Summit,Association,In-person,Full Package,Government,Government,Sales Call,Medium,2023-09-11,2023-10-18,24,2024-05-24,2024-05-26,2,256,62,124,73,1,Half Ballroom,1,0,13,0.0,0.0,1,81.8,166.41,170.37,21125.88,4571.85,9170.62,34868.35,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2024,5,3,60.8,39.2,1,131.36,154.0,285.36,285.36,154.0,2,8.1,57,62,0,0,2,4,2,24,1,0,1,Banquet,2,0,2.03,1696.85,45,0,1395.14,0,0,0,0,100.0,0.61,-2.38,281.2,0.849,0.274,Peak,0,4,Fri,1,0,1,0,0,22,17,364294.27,0.7727,0,1,35,1.0,High,1,1,93.3,0.0508
L-202405-61262,Lost,Education Foundation,Annual Member Conference,Association,Hybrid,Full Package,Education,Education,Sales Call,Low,2023-09-22,2023-10-16,17,2024-05-28,2024-05-30,2,249,15,30,20,1,Breakout Room,1,0,7,1.0,46797.45,4,83.4,171.75,161.84,4855.2,2843.0,2316.17,10014.37,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,5,2,63.3,36.7,1,38.32,145.23,183.55,183.55,145.23,2,60.0,6,15,0,0,1,2,2,16,0,0,1,Classroom,2,0,1.79,531.86,1399,4392,8090.08,4,0,1,0,100.0,0.5,5.77,333.81,0.75,0.5,Peak,0,1,Tue,0,0,0,0,1,28,21,478743.93,0.75,0,1,86,0.174,Low,0,0,100.0,0.0281
L-202405-33464,Lost,Financial Services Group,Town Hall Meeting,Corporate,Hybrid,Full Package,Technology,Technology,Repeat Client,Medium,2024-04-11,2024-05-03,10,2024-05-30,2024-05-31,1,49,21,21,27,1,Breakout Room,1,0,12,1.0,30715.69,3,78.0,171.47,172.1,3614.1,2785.94,1144.49,7544.53,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2024,5,2,69.8,30.2,1,4.17,173.21,177.38,177.38,177.38,1,0.0,21,0,0,0,1,2,2,24,0,0,1,Classroom,3,1,2.94,371.37,1088,1296,2919.21,4,0,0,0,100.0,0.68,-0.37,359.26,0.778,0.37,Peak,0,3,Thu,0,1,0,0,0,21,17,172631.75,0.8095,0,1,41,0.512,Moderate,0,0,100.0,0.2449
L-202406-10905,Lost,Education Foundation,Awards Gala Weekend,Association,In-person,Meeting Only,Other,Other,Sales Call,Low,2023-06-11,2023-07-16,26,2024-06-04,2024-06-07,3,359,0,0,123,1,Grand Ballroom,1,1,9,0.0,0.0,1,72.5,170.3,0.0,0.0,9934.23,24554.11,34488.34,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2024,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,1,2,16,1,0,1,Classroom,0,0,0.07,2085.48,0,1058,2263.24,2,0,0,0,100.0,0.51,100.0,,0.0,0.163,Shoulder,0,1,Tue,0,0,1,0,1,29,21,478743.93,0.7241,0,1,77,0.0,Low,0,0,80.0,0.0251
L-202406-22280,Lost,Nursing Council,State Convention,Association,In-person,Full Package,Association,Association,Website,Low,2023-10-06,2023-11-11,24,2024-06-05,2024-06-08,3,243,32,96,36,1,Breakout Room,1,0,12,0.0,0.0,3,71.8,160.85,147.94,14202.24,7265.51,5577.25,27045.0,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,6,2,73.1,26.9,1,88.92,130.43,219.35,219.35,130.43,2,15.5,21,32,22,0,1,1,2,16,0,0,1,Classroom,3,1,2.92,495.05,1078,0,2265.09,0,0,0,0,50.0,0.9,8.03,281.72,0.889,0.278,Shoulder,0,2,Wed,0,0,1,0,1,26,18,288717.06,0.6923,0,1,0,,Unknown,0,1,93.3,0.0494
L-202406-96661,Lost,Youth Organization,Volunteer Training,SMERF,In-person,Full Package,Government,Government,Third-Party Planner,Low,2024-04-17,2024-05-08,13,2024-06-08,2024-06-10,2,52,40,80,52,1,Half Ballroom,1,0,8,0.0,0.0,2,72.4,163.71,141.4,11312.0,2835.22,2771.37,16918.59,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,6,2,58.2,41.8,0,31.26,110.01,141.27,0.0,110.01,2,20.0,32,40,0,0,1,4,2,16,1,0,1,Theater,3,1,2.58,1265.02,1493,6480,9565.1,3,0,0,0,100.0,0.43,13.63,211.48,0.769,0.192,Shoulder,0,5,Sat,1,0,1,0,1,8,7,26276.57,0.875,0,1,220,0.182,Low,0,0,93.3,0.1538
L-202406-64797,Lost,Dental Association,Regional Chapter Meeting,Association,Hybrid,Rooms Only,Education,Education,Direct Inquiry,Low,2023-12-30,2024-01-22,17,2024-06-09,2024-06-11,2,162,63,126,69,0,,1,1,6,0.0,0.0,1,66.1,160.95,138.45,17444.7,0.0,0.0,17444.7,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2024,6,3,53.9,46.1,0,127.07,130.16,257.23,0.0,130.16,2,3.2,61,63,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,13.98,138.45,0.913,0.0,Shoulder,0,6,Sun,1,0,1,0,1,23,17,364294.27,0.7391,0,1,138,0.457,Moderate,0,0,93.3,0.037
L-202406-48844,Lost,Consulting Network,Customer Advisory Board,Corporate,In-person,Full Package,Healthcare,Healthcare,Direct Inquiry,Low,2024-02-14,2024-03-03,9,2024-06-10,2024-06-12,2,117,36,72,45,1,Half Ballroom,1,0,9,0.0,0.0,2,64.3,166.88,157.67,11352.24,4296.6,5410.51,21059.35,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,6,3,74.8,25.2,0,144.44,120.71,265.15,0.0,120.71,2,27.8,26,36,0,0,1,2,3,24,1,0,1,Classroom,2,0,2.06,1024.11,862,2696,4432.29,4,1,1,1,0.0,0.38,5.52,292.49,0.8,0.222,Shoulder,0,0,Mon,0,0,1,0,1,17,14,163621.84,0.8235,0,1,220,0.164,Low,0,0,93.3,0.0769
L-202406-48652,Lost,Manufacturing Alliance,Customer Advisory Board,Corporate,In-person,Full Package,Finance,Finance,Repeat Client,Low,2024-05-15,2024-06-04,11,2024-06-14,2024-06-15,1,30,56,56,78,1,Half Ballroom,1,0,9,1.0,50322.81,4,65.4,161.96,153.05,8570.8,2801.71,3487.15,14859.66,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,6,2,63.9,36.1,0,116.11,145.57,261.68,0.0,261.68,1,0.0,56,0,0,0,2,1,1,12,1,0,1,Classroom,2,0,1.8,1792.92,596,591,3079.83,1,0,0,0,100.0,0.65,5.5,265.35,0.718,0.256,Shoulder,0,4,Fri,1,1,0,0,1,28,18,278441.71,0.6429,0,1,81,0.691,High,1,0,100.0,0.3
L-202406-96266,Lost,Tour Operator Network,Wine Country Excursion,SMERF,In-person,Rooms Only,Education,Education,Cvent,High,2024-02-04,2024-02-26,16,2024-06-14,2024-06-15,1,131,50,50,55,0,,0,1,6,1.0,17904.66,1,74.3,157.83,141.05,7052.5,0.0,0.0,7052.5,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2024,6,2,62.5,37.5,1,54.38,177.07,231.45,231.45,177.07,1,0.0,50,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,10.63,141.05,0.909,0.0,Shoulder,0,4,Fri,1,0,0,0,1,9,8,56779.81,0.8889,0,1,81,0.617,High,1,0,100.0,0.0458
L-202406-62757,Lost,Nursing Council,Regional Chapter Meeting,Association,In-person,Rooms Only,Healthcare,Healthcare,Sales Call,Low,2023-09-15,2023-10-17,27,2024-06-15,2024-06-18,3,274,39,117,42,0,,1,0,5,0.0,0.0,2,72.7,169.78,154.59,18087.03,0.0,0.0,18087.03,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,6,2,69.7,30.3,1,40.04,234.43,274.47,234.43,274.47,2,9.6,30,39,36,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,8.95,154.59,0.929,0.0,Shoulder,0,5,Sat,1,0,1,1,1,27,18,288717.06,0.6667,0,1,109,0.358,Moderate,0,0,93.3,0.0182
L-202406-54353,Lost,Premier Tours,Historic Sites Tour,SMERF,In-person,Rooms Only,Association,Association,Website,Low,2024-02-11,2024-03-09,20,2024-06-18,2024-06-20,2,128,26,52,28,0,,0,0,7,0.0,0.0,4,68.1,165.81,136.56,7101.12,0.0,0.0,7101.12,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2024,6,4,63.7,36.3,1,97.37,128.18,225.55,225.55,128.18,2,11.5,23,26,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,17.64,136.56,0.929,0.0,Shoulder,0,1,Tue,0,0,1,0,1,11,8,51345.81,0.7273,0,1,110,0.236,Low,0,0,93.3,0.0547
L-202407-85823,Lost,State Medical Association,Member Appreciation Event,Association,Hybrid,Full Package,Other,Other,RFP,Medium,2023-09-08,2023-10-11,20,2024-07-03,2024-07-04,1,299,5,5,5,1,Boardroom,1,0,13,0.0,0.0,4,68.2,158.39,140.27,701.35,1512.03,335.82,2549.2,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2024,7,4,63.8,36.2,1,119.46,109.81,229.27,203.33,116.75,1,0.0,5,0,0,0,1,2,1,4,0,1,1,Boardroom,2,0,2.32,325.3,1053,1554,6935.35,1,0,0,0,100.0,0.36,11.44,509.84,1.0,2.0,Shoulder,0,2,Wed,0,0,1,0,1,34,32,705868.32,0.9412,0,1,220,0.023,Low,0,0,93.3,0.0435
L-202407-48097,Lost,Heritage Travel,Historic Sites Tour,SMERF,In-person,Rooms Only,Association,Association,Direct Inquiry,Low,2024-04-17,2024-05-10,20,2024-07-05,2024-07-06,1,79,21,21,23,0,,0,0,3,1.0,8853.52,4,69.5,154.22,129.26,2714.46,0.0,0.0,2714.46,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,7,4,50.7,49.3,1,83.83,114.1,197.93,197.93,127.37,1,0.0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,16.18,129.26,0.913,0.0,Shoulder,0,4,Fri,1,0,0,1,1,13,12,81852.51,0.9231,0,1,112,0.188,Low,0,0,100.0,0.038
L-202407-44668,Lost,Industry Trade Group,Leadership Institute,Association,Hybrid,Full Package,Association,Association,Cvent,Low,2023-12-30,2024-01-28,19,2024-07-09,2024-07-11,2,192,57,114,77,1,Half Ballroom,1,1,10,0.0,0.0,4,66.8,165.2,149.04,16990.56,5216.8,7701.63,29908.99,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,7,4,62.3,37.7,1,108.12,123.46,231.58,146.44,123.46,2,10.5,51,57,0,0,2,2,1,8,1,0,1,Classroom,0,0,0.25,1898.54,0,1578,3516.03,1,0,0,0,50.0,0.64,9.78,262.36,0.74,0.26,Shoulder,0,1,Tue,0,0,1,0,1,20,13,207916.94,0.65,0,1,220,0.259,Moderate,0,0,93.3,0.0521
L-202407-12122,Lost,Professional Services Group,Quarterly Business Review,Corporate,In-person,Meeting Only,Finance,Finance,RFP,High,2024-04-09,2024-04-27,13,2024-07-12,2024-07-14,2,94,0,0,139,1,Grand Ballroom,1,0,5,0.0,0.0,4,60.3,155.38,0.0,0.0,6768.27,16940.44,23708.71,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2024,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,4,2,16,1,0,1,Theater,3,1,2.59,2491.16,955,5208,6724.63,3,0,0,0,0.0,0.58,100.0,,0.0,0.072,Shoulder,0,4,Fri,1,0,1,1,1,22,19,250856.62,0.8636,0,1,139,0.0,Low,0,0,80.0,0.0532
L-202407-77800,Lost,Cultural Journeys,Bird Watching Tour,Corporate,Virtual,Rooms Only,Other,Other,Direct Inquiry,Medium,2024-03-31,2024-04-17,14,2024-07-13,2024-07-14,1,104,22,22,24,0,,1,0,3,0.0,0.0,3,66.8,152.09,135.63,2983.86,0.0,0.0,2983.86,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,7,4,64.9,35.1,1,52.23,132.48,184.71,184.71,132.48,1,0.0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,10.82,135.63,0.917,0.0,Shoulder,0,5,Sat,1,0,1,1,1,15,14,85259.38,0.9333,0,1,103,0.214,Low,0,0,93.3,0.0288
L-202407-45628,Lost,Nonprofit Foundation,Fraternity/Sorority Reunion,SMERF,In-person,Full Package,Education,Education,Sales Call,Low,2024-03-15,2024-04-19,21,2024-07-14,2024-07-16,2,121,11,22,13,1,Boardroom,1,0,14,0.0,0.0,3,63.6,160.84,142.19,3128.18,1792.66,703.39,5624.23,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,7,4,52.0,48.0,1,85.26,120.29,205.55,205.55,120.29,2,0.0,11,11,0,0,1,1,1,8,0,1,1,Boardroom,0,0,0.02,283.5,0,1600,2735.38,4,0,0,0,0.0,0.93,11.6,255.65,0.846,0.769,Shoulder,0,6,Sun,1,0,1,0,1,10,6,48564.81,0.6,0,1,50,0.22,Low,0,0,93.3,0.1157
L-202407-99205,Lost,Senior Adventures,Wine Country Excursion,Corporate,In-person,Rooms Only,Finance,Finance,Third-Party Planner,Low,2024-05-02,2024-05-21,12,2024-07-14,2024-07-15,1,73,21,21,23,0,,1,0,7,0.0,0.0,4,68.7,158.22,133.17,2796.57,0.0,0.0,2796.57,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,7,3,68.3,31.7,1,40.28,128.16,168.44,168.44,128.16,1,0.0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,15.83,133.17,0.913,0.0,Shoulder,0,6,Sun,1,0,1,0,1,10,6,24530.77,0.6,0,1,34,0.618,High,1,0,93.3,0.0959
L-202407-67939,Lost,Consulting Network,Town Hall Meeting,Corporate,In-person,Meeting Only,Healthcare,Healthcare,Referral,Low,2024-05-08,2024-05-24,9,2024-07-16,2024-07-18,2,69,0,0,145,1,Grand Ballroom,0,0,7,0.0,0.0,4,64.4,157.64,0.0,0.0,7509.16,15055.52,22564.68,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2024,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,3,24,1,0,1,Theater,2,0,2.44,2023.43,1472,1208,4539.34,2,0,0,0,100.0,0.6,100.0,,0.0,0.069,Shoulder,0,1,Tue,0,0,1,0,1,21,17,192199.88,0.8095,0,1,82,0.0,Low,0,0,80.0,0.1014
L-202407-73413,Lost,Energy Solutions,Sales Kickoff,Corporate,Hybrid,Full Package,Government,Government,Website,High,2024-05-28,2024-06-20,12,2024-07-19,2024-07-20,1,52,50,50,55,1,Half Ballroom,1,0,11,1.0,79929.46,3,62.4,162.08,132.58,6629.0,2809.19,3305.5,12743.69,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2024,7,4,54.2,45.8,1,79.22,110.82,190.04,190.04,115.75,1,0.0,50,0,0,0,1,1,1,12,1,0,1,Banquet,2,0,2.14,1201.18,318,2630,4673.4,5,0,0,0,0.0,0.46,18.2,254.87,0.909,0.182,Shoulder,0,4,Fri,1,0,0,0,1,26,16,197525.29,0.6154,0,1,158,0.316,Moderate,0,0,100.0,0.2115
L-202407-56939,Lost,Education Foundation,State Convention,Association,Virtual,Rooms Only,Education,Education,Sales Call,Medium,2023-07-22,2023-08-13,19,2024-07-21,2024-07-24,3,365,24,72,26,0,,0,0,3,0.0,0.0,1,68.0,156.0,132.03,9506.16,0.0,0.0,9506.16,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2024,7,3,68.4,31.6,1,119.41,111.23,230.64,150.12,111.23,2,15.3,15,24,19,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,15.37,132.03,0.923,0.0,Shoulder,0,6,Sun,1,0,1,1,1,32,23,501996.3,0.7188,0,1,0,,Unknown,0,1,93.3,0.0082
L-202407-24733,Lost,Industry Trade Group,Educational Seminar Series,Association,In-person,Full Package,Other,Other,Direct Inquiry,Medium,2023-11-30,2024-01-03,20,2024-07-22,2024-07-24,2,235,70,140,80,1,Half Ballroom,1,0,14,0.0,0.0,2,66.9,161.58,138.24,19353.6,5173.5,9062.3,33589.4,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2024,7,4,73.4,26.6,1,132.11,128.9,261.01,200.62,128.9,2,2.9,68,70,0,0,1,4,3,24,1,0,1,Classroom,2,0,1.92,1164.71,1311,12256,14813.81,4,0,0,0,0.0,0.67,14.44,239.92,0.875,0.125,Shoulder,0,0,Mon,0,0,1,0,1,21,13,207916.94,0.619,0,1,4,1.0,High,1,1,93.3,0.0596
L-202407-34127,Lost,Technology Innovators,New Hire Orientation,Corporate,In-person,Full Package,Professional Services,Professional Services,Third-Party Planner,Low,2024-05-18,2024-06-06,10,2024-07-22,2024-07-24,2,65,32,64,36,1,Breakout Room,1,0,9,1.0,46228.2,2,65.2,159.73,141.47,9054.08,5290.8,3656.32,18001.2,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,7,3,53.3,46.7,1,114.65,143.47,258.12,172.73,172.73,2,25.0,24,32,0,0,1,6,3,24,0,0,1,Theater,3,1,2.7,537.11,653,13536,16393.94,4,0,0,0,0.0,0.9,11.43,281.27,0.889,0.278,Shoulder,0,0,Mon,0,0,0,0,1,28,22,302063.03,0.7857,0,1,4,1.0,High,1,1,100.0,0.1385
L-202407-59559,Lost,Personal Event,Anniversary Celebration,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Cvent,Low,2024-01-10,2024-02-07,22,2024-07-24,2024-07-26,2,196,40,80,44,0,,1,0,6,0.0,0.0,4,64.5,165.9,146.61,11728.8,0.0,0.0,11728.8,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,7,3,60.0,40.0,1,30.3,129.38,159.68,159.68,129.38,2,5.0,38,40,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,11.63,146.61,0.909,0.0,Shoulder,0,2,Wed,0,0,1,0,1,34,27,127052.1,0.7941,0,1,182,0.22,Low,0,0,93.3,0.0306
L-202407-29482,Lost,Private Individual,Baby Shower Weekend,Wedding/Social,In-person,Full Package,Social,Social/Private,Sales Call,Low,2024-01-27,2024-03-20,39,2024-07-28,2024-07-29,1,183,29,29,34,1,Breakout Room,1,0,14,0.0,0.0,3,64.8,156.76,136.87,3969.23,2770.27,2939.12,9678.62,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,7,3,53.4,46.6,0,136.17,144.09,280.26,0.0,144.09,1,0.0,29,0,0,0,1,1,1,4,0,0,1,Banquet,2,0,1.53,428.88,883,1020,2394.0,5,0,1,1,0.0,0.85,12.69,333.75,0.853,0.294,Shoulder,0,6,Sun,1,0,1,0,1,35,31,144815.95,0.8857,0,1,170,0.171,Low,0,0,93.3,0.0765
L-202408-34514,Lost,Global Industries,Board of Directors Meeting,Corporate,Hybrid,Full Package,Professional Services,Professional Services,Repeat Client,Medium,2024-05-05,2024-05-28,9,2024-08-01,2024-08-02,1,88,55,55,60,1,Half Ballroom,1,1,14,1.0,57364.36,2,75.0,167.81,156.56,8610.8,3170.58,2869.03,14650.41,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,8,4,64.0,36.0,1,111.28,114.83,226.11,226.11,114.83,1,0.0,55,0,0,0,1,1,2,8,1,0,1,Classroom,0,0,0.46,815.59,0,1152,1644.35,2,0,0,0,100.0,0.5,6.7,266.37,0.917,0.167,Shoulder,0,3,Thu,0,1,0,0,1,36,30,463659.89,0.8333,0,1,11,1.0,High,1,1,100.0,0.1591
L-202408-56494,Lost,Professional Services Group,Performance Review Summit,Corporate,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,High,2024-05-09,2024-05-23,7,2024-08-02,2024-08-04,2,85,70,140,86,1,Half Ballroom,1,1,7,1.0,33008.1,3,70.7,156.89,137.81,19293.4,5213.87,9133.46,33640.73,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,8,2,56.4,43.6,1,39.79,125.61,165.4,165.4,125.61,2,8.6,64,70,0,0,2,1,1,12,1,0,1,Theater,2,0,2.46,1461.45,897,1110,4154.26,3,0,0,0,100.0,0.72,12.16,240.29,0.814,0.233,Shoulder,0,4,Fri,1,0,0,0,1,23,19,250856.62,0.8261,0,1,112,0.625,High,1,0,100.0,0.0824
L-202408-61466,Lost,Insurance Federation,Networking Summit,Association,In-person,Full Package,Healthcare,Healthcare,Website,Medium,2023-11-26,2023-12-31,24,2024-08-02,2024-08-03,1,250,52,52,63,1,Half Ballroom,1,0,11,1.0,21217.87,1,73.5,166.84,154.01,8008.52,2642.83,4024.28,14675.63,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,8,4,67.7,32.3,1,119.99,133.27,253.26,161.83,133.27,1,0.0,52,0,0,0,1,1,1,4,1,0,1,Classroom,1,0,1.32,1184.16,139,2900,4544.94,5,0,1,1,50.0,0.53,7.69,282.22,0.825,0.159,Shoulder,0,4,Fri,1,0,0,0,1,28,20,422060.32,0.7143,0,1,36,1.0,High,1,1,100.0,0.044
L-202408-12043,Lost,Real Estate Board,Educational Seminar Series,Association,In-person,Full Package,Education,Education,Website,High,2024-02-12,2024-03-07,14,2024-08-03,2024-08-04,1,173,32,32,35,1,Breakout Room,1,1,10,1.0,75990.98,3,75.2,165.61,161.51,5168.32,2435.44,2349.39,9953.15,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2024,8,2,73.8,26.2,0,131.24,153.74,284.98,0.0,153.74,1,0.0,32,0,0,0,1,2,1,8,0,0,1,Classroom,1,0,0.82,576.23,1379,7440,11012.91,5,1,1,1,100.0,0.88,2.48,311.04,0.914,0.286,Shoulder,0,5,Sat,1,0,0,0,0,24,22,488651.26,0.9167,0,1,112,0.286,Moderate,0,0,100.0,0.0578
L-202408-90636,Lost,State Medical Association,Awards Gala Weekend,Association,In-person,Rooms Only,Association,Association,Sales Call,Medium,2023-11-23,2023-12-16,19,2024-08-03,2024-08-07,4,254,113,452,124,0,,1,1,4,0.0,0.0,2,69.2,163.16,139.91,63239.32,0.0,0.0,63239.32,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2024,8,3,64.2,35.8,1,107.03,116.94,223.97,149.91,149.91,2,2.3,107,113,111,107,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,14.25,139.91,0.911,0.0,Shoulder,0,5,Sat,1,0,1,1,1,37,34,767074.79,0.9189,0,1,130,0.869,High,1,0,93.3,0.0157
L-202408-75461,Lost,Regional Healthcare System,Board of Directors Meeting,Corporate,In-person,Rooms Only,Healthcare,Healthcare,Third-Party Planner,High,2024-04-05,2024-04-25,13,2024-08-04,2024-08-06,2,121,48,96,52,0,,0,0,7,0.0,0.0,4,69.5,168.69,143.46,13772.16,0.0,0.0,13772.16,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2024,8,3,67.7,32.3,1,121.76,124.08,245.84,170.48,124.08,2,25.0,36,48,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,14.96,143.46,0.923,0.0,Shoulder,0,6,Sun,1,0,1,0,1,22,21,220355.0,0.9545,0,1,118,0.407,Moderate,0,0,93.3,0.0579
L-202408-38869,Lost,Insurance Federation,Policy Symposium,Association,In-person,Meeting Only,Healthcare,Healthcare,Repeat Client,Medium,2024-01-30,2024-02-24,20,2024-08-05,2024-08-07,2,188,0,0,70,1,Half Ballroom,0,1,5,0.0,0.0,4,66.8,161.35,0.0,0.0,5209.51,6482.39,11691.9,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,2,1,8,1,0,1,Banquet,2,0,1.77,1689.73,845,3000,4830.11,2,0,0,0,100.0,0.58,100.0,,0.0,0.286,Shoulder,0,0,Mon,0,1,1,1,1,30,21,440515.12,0.7,0,1,118,0.0,Low,0,0,80.0,0.0266
L-202408-87182,Lost,HR Professionals Network,Leadership Institute,Association,Virtual,Full Package,Government,Government,RFP,Low,2024-01-07,2024-02-10,23,2024-08-05,2024-08-07,2,211,33,66,39,1,Breakout Room,1,0,11,1.0,19766.76,4,68.7,163.2,131.58,8684.28,4676.12,3913.09,17273.49,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,8,3,64.8,35.2,1,110.54,116.46,227.0,187.6,116.46,2,33.3,22,33,0,0,1,4,2,16,0,0,1,Classroom,2,0,2.3,366.83,912,3904,6707.4,4,0,0,0,100.0,0.97,19.37,261.72,0.846,0.256,Shoulder,0,0,Mon,0,0,0,0,1,24,17,323334.66,0.7083,0,1,65,0.508,Moderate,0,0,100.0,0.0521
