RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
B-202405-37180,Booked,Family Celebration,Baby Shower Weekend,Wedding/Social,In-person,Full Package,Social,Social/Private,Sales Call,Low,2023-08-14,2023-09-27,32,2024-05-15,2024-05-16,1,275,32,32,35,1,Breakout Room,1,0,12,0.0,0.0,4,77.9,170.63,155.77,4984.64,373.63,5202.7,10560.97,19,2959.63,373.63,4954.95,8288.21,0.59375,141.57,,2024,5,3,67.1,32.9,1,142.68,128.84,271.52,189.47,128.84,1,0.0,32,0,0,0,1,2,1,8,0,0,1,Banquet,2,0,1.0,373.63,350,1575,3196.77,1,0,1,1,0.0,0.88
B-202405-38399,Booked,Manufacturing Alliance,Innovation Workshop,Corporate,In-person,Full Package,Healthcare,Other,Cvent,Low,2024-01-19,2024-02-05,8,2024-05-15,2024-05-16,1,117,44,44,60,1,Half Ballroom,1,1,9,0.0,0.0,2,81.0,163.14,138.27,6083.88,866.56,4701.69,11652.13,41,5669.07,866.56,4477.8,11013.43,0.9318181818181818,74.63,,2024,5,4,53.8,46.2,1,147.58,146.93,294.51,236.61,146.93,1,0.0,44,0,0,0,1,1,1,8,1,0,1,Classroom,2,0,2.0,866.56,350,1800,2760.87,3,0,0,0,100.0,0.5
B-202405-89874,Booked,Heritage Travel,Cultural Heritage Journey,SMERF,In-person,Rooms Only,Government,Government,RFP,Low,2023-11-18,2023-12-09,16,2024-05-15,2024-05-16,1,179,25,25,27,0,,0,0,5,0.0,0.0,2,84.9,167.3,144.89,3622.25,0.0,0.0,3622.25,24,3477.36,0.0,0.0,3477.36,0.96,0.0,,2024,5,2,58.9,41.1,0,158.63,131.74,290.37,0.0,131.74,1,0.0,25,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-59375,Booked,Consulting Network,Sales Kickoff,Corporate,In-person,Full Package,Professional Services,Professional Services,Third-Party Planner,Medium,2024-02-14,2024-03-01,7,2024-05-16,2024-05-17,1,92,62,62,86,1,Half Ballroom,1,0,9,0.0,0.0,1,88.1,171.03,147.33,9134.46,1706.09,2790.27,13630.82,56,8250.48,1706.09,2657.4,12613.97,0.9032258064516128,30.9,,2024,5,4,74.2,25.8,1,138.17,130.39,268.56,168.52,147.95,1,0.0,62,0,0,0,2,2,1,12,1,0,1,Classroom,3,1,2.5,1706.09,1000,2628,4467.44,5,0,0,0,50.0,0.72
B-202405-64502,Booked,Banking Consortium,Customer Advisory Board,Corporate,In-person,Rooms Only,Finance,Finance,Website,Low,2024-04-08,2024-04-20,8,2024-05-16,2024-05-18,2,38,58,116,63,0,,0,1,4,0.0,0.0,2,92.4,168.35,141.68,16434.88,0.0,0.0,16434.88,111,15726.48,0.0,0.0,15726.48,0.956896551724138,0.0,,2024,5,3,64.4,35.6,1,103.65,144.46,248.11,248.11,144.46,2,5.2,55,58,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-67981,Booked,Veterans Group,High School Reunion,SMERF,In-person,Full Package,Government,Government,Sales Call,Low,2023-12-22,2024-01-11,10,2024-05-17,2024-05-19,2,147,36,72,40,1,Breakout Room,1,0,10,0.0,0.0,1,81.6,173.6,150.91,10865.52,480.12,0.0,11345.64,64,9658.24,480.12,0.0,10138.36,0.8888888888888888,0.0,,2024,5,3,74.2,25.8,1,108.82,134.64,243.46,243.46,134.64,2,16.7,30,36,0,0,1,4,2,16,0,0,1,Classroom,2,0,1.75,480.12,1200,0,3608.78,0,0,0,0,0.0,1.0
B-202405-70156,Booked,Energy Solutions,Executive Offsite,Corporate,Hybrid,Full Package,Finance,Other,Third-Party Planner,Low,2024-02-17,2024-03-07,9,2024-05-17,2024-05-18,1,90,5,5,5,1,Boardroom,1,0,10,1.0,3152.29,2,84.4,167.86,142.31,711.55,399.52,200.39,1311.46,4,569.24,399.52,190.85,1159.61,0.8,38.17,,2024,5,2,72.1,27.9,1,24.96,245.22,270.18,245.22,270.18,1,0.0,5,0,0,0,1,1,1,8,0,1,1,Boardroom,2,0,2.0,399.52,350,265,1579.46,2,0,0,0,100.0,0.36
B-202405-93228,Booked,Banking Consortium,Executive Offsite,Corporate,In-person,Full Package,Finance,Finance,Website,Low,2024-03-22,2024-04-07,9,2024-05-17,2024-05-18,1,56,16,16,20,1,Breakout Room,1,0,7,0.0,0.0,3,80.5,163.96,142.82,2285.12,580.88,415.8,3281.8,14,1999.48,580.88,396.0,2976.36,0.875,19.8,,2024,5,2,70.2,29.8,0,0.75,145.91,146.66,0.0,146.66,1,0.0,16,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,2.0,580.88,350,360,1666.59,1,0,0,0,100.0,0.5
B-202405-19429,Booked,Manufacturing Alliance,Product Launch Event,Corporate,In-person,Full Package,Technology,Other,Sales Call,Medium,2024-04-06,2024-04-30,10,2024-05-18,2024-05-20,2,42,31,62,35,1,Breakout Room,1,1,14,1.0,16839.19,2,81.7,172.04,152.4,9448.8,590.72,5111.56,15151.08,55,8382.0,590.72,4868.15,13840.87,0.8870967741935484,139.09,,2024,5,4,73.0,27.0,1,127.77,152.47,280.24,223.86,152.47,2,32.3,21,31,0,0,1,2,2,16,0,0,1,Classroom,2,0,2.0,590.72,700,4095,6865.41,5,0,0,0,100.0,0.88
B-202405-65369,Booked,Heritage Travel,Regional Arts Tour,Corporate,In-person,Full Package,Technology,Technology,Direct Inquiry,Low,2024-02-26,2024-03-14,8,2024-05-18,2024-05-19,1,82,35,35,48,1,Half Ballroom,1,0,9,0.0,0.0,1,81.2,165.91,148.93,5212.55,1209.87,0.0,6422.42,34,5063.62,1209.87,0.0,6273.49,0.9714285714285714,0.0,,2024,5,3,66.3,33.7,1,141.62,146.78,288.4,196.91,288.4,1,0.0,35,0,0,0,1,1,1,4,1,0,1,Classroom,1,0,1.0,1209.87,150,0,492.83,0,0,0,0,0.0,0.4
B-202405-32954,Booked,Family Celebration,Family Reunion Weekend,Wedding/Social,In-person,Full Package,Social,Social/Private,Sales Call,Low,2023-05-21,2023-07-03,29,2024-05-20,2024-05-21,1,365,29,29,34,1,Breakout Room,1,1,14,1.0,12736.24,3,83.7,171.3,149.79,4343.91,576.86,3995.9,8916.67,17,2546.43,576.86,3805.62,6928.91,0.5862068965517241,111.93,,2024,5,4,55.7,44.3,1,101.28,136.7,237.98,237.98,143.55,1,0.0,29,0,0,0,1,1,1,4,0,0,1,Reception,0,0,0.0,576.86,0,1870,2516.86,1,1,0,1,0.0,0.85
B-202405-79550,Booked,Education Foundation,Continuing Education Conference,Association,In-person,Full Package,Education,Education,Direct Inquiry,Medium,2023-10-25,2023-11-29,22,2024-05-20,2024-05-23,3,208,35,105,48,1,Half Ballroom,1,1,13,1.0,35170.93,1,79.1,167.57,140.99,14803.95,1038.5,11487.67,27330.12,75,10574.25,1038.5,10940.64,22553.39,0.7142857142857143,227.93,,2024,5,3,58.2,41.8,1,156.92,136.73,293.65,226.72,136.73,2,10.7,29,35,26,0,1,3,3,24,1,0,1,Classroom,3,1,1.67,1038.5,950,4580,7367.94,5,0,0,0,100.0,0.4
B-202405-96848,Booked,Dental Association,Professional Development Symposium,Association,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,High,2023-06-27,2023-07-30,25,2024-05-20,2024-05-23,3,328,127,381,140,1,Grand Ballroom,1,0,8,0.0,0.0,4,86.4,166.56,137.7,52463.7,2232.91,35424.06,90120.67,241,33185.7,2232.91,33737.2,69155.81,0.6325459317585301,240.98,,2024,5,4,69.0,31.0,1,89.53,130.12,219.65,219.65,154.83,2,3.2,117,127,121,0,1,3,3,24,1,0,1,Classroom,3,1,2.33,2232.91,1350,32060,40534.76,5,0,0,0,100.0,0.58
B-202405-60023,Booked,Financial Services Group,New Hire Orientation,Corporate,In-person,Full Package,Finance,Finance,Repeat Client,Low,2024-02-10,2024-03-02,10,2024-05-21,2024-05-22,1,101,32,32,44,1,Half Ballroom,1,0,11,0.0,0.0,1,80.2,172.58,151.27,4840.64,1318.56,3752.36,9911.56,30,4538.1,1318.56,3573.68,9430.34,0.9375,81.22,,2024,5,4,65.5,34.5,1,123.47,141.72,265.19,236.37,236.37,1,0.0,32,0,0,0,1,1,1,8,1,0,1,Classroom,2,0,2.0,1318.56,350,1560,2519.09,3,0,0,0,100.0,0.37
B-202405-80063,Booked,Private Party,Milestone Birthday Party,Wedding/Social,Hybrid,Rooms Only,Social,Social/Private,Repeat Client,Medium,2023-11-27,2023-12-21,20,2024-05-22,2024-05-23,1,177,37,37,40,0,,0,1,4,0.0,0.0,2,81.8,170.02,156.41,5787.17,0.0,0.0,5787.17,23,3597.43,0.0,0.0,3597.43,0.6216216216216216,0.0,,2024,5,3,55.8,44.2,1,134.99,142.55,277.54,190.61,142.55,1,0.0,37,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-93633,Booked,Real Estate Board,Board Retreat,Association,Virtual,Full Package,Government,Government,Sales Call,Medium,2023-10-01,2023-10-28,20,2024-05-22,2024-05-24,2,234,38,76,41,1,Half Ballroom,1,1,7,1.0,30481.57,3,81.4,169.26,141.87,10782.12,1285.84,6783.39,18851.35,51,7235.37,1285.84,6460.37,14981.58,0.6710526315789473,157.57,,2024,5,4,64.0,36.0,1,135.55,154.48,290.03,222.64,154.48,2,5.3,36,38,0,0,1,2,2,16,1,0,1,Banquet,3,1,2.5,1285.84,1000,2340,4615.46,5,0,0,0,100.0,0.34
B-202405-95189,Booked,Financial Services Group,Product Launch Event,Corporate,In-person,Full Package,Finance,Finance,Repeat Client,Medium,2024-02-21,2024-03-10,10,2024-05-22,2024-05-23,1,91,64,64,71,1,Half Ballroom,1,0,8,0.0,0.0,2,82.2,166.24,150.42,9626.88,1590.45,5014.98,16232.31,60,9025.2,1590.45,4776.17,15391.82,0.9375,67.27,,2024,5,4,61.1,38.9,1,99.14,129.5,228.64,228.64,142.59,1,0.0,64,0,0,0,2,1,1,8,1,0,1,Classroom,3,1,3.0,1590.45,650,1848,3066.83,4,0,0,0,100.0,0.59
B-202405-29383,Booked,Family Celebration,Smith-Johnson Wedding,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Direct Inquiry,Low,2023-09-13,2023-10-20,33,2024-05-23,2024-05-24,1,253,36,36,39,0,,0,1,4,1.0,5190.28,2,75.3,162.39,145.63,5242.68,0.0,0.0,5242.68,20,2912.6,0.0,0.0,2912.6,0.5555555555555556,0.0,,2024,5,2,72.2,27.8,1,119.92,132.25,252.17,252.17,132.25,1,0.0,36,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-34662,Booked,Global Industries,Leadership Summit,Corporate,In-person,Full Package,Professional Services,Other,Website,Medium,2024-02-17,2024-03-11,11,2024-05-24,2024-05-26,2,97,54,108,68,1,Half Ballroom,1,1,12,1.0,35589.34,1,79.6,175.64,146.47,15818.76,1677.26,11391.16,28887.18,86,12596.42,1677.26,10848.72,25122.4,0.7962962962962963,159.54,,2024,5,3,51.7,48.3,0,3.71,151.05,154.76,0.0,151.05,2,9.3,49,54,0,0,2,2,2,16,1,0,1,Theater,3,1,2.5,1677.26,1000,2256,4514.01,4,0,0,0,100.0,0.57
B-202405-64484,Booked,Professional Services Group,Leadership Summit,Corporate,In-person,Full Package,Technology,Other,Cvent,High,2024-04-24,2024-05-13,10,2024-05-24,2024-05-27,3,30,69,207,78,1,Half Ballroom,1,0,9,1.0,63733.94,2,85.2,162.85,149.82,31012.74,1307.02,17717.43,50037.19,192,28765.44,1307.02,16873.74,46946.2,0.927536231884058,216.33,,2024,5,4,65.8,34.2,1,136.82,132.99,269.81,247.98,135.67,2,6.1,59,69,66,0,1,3,3,24,1,0,1,Classroom,2,0,2.0,1307.02,1050,5448,8247.73,5,0,0,0,100.0,0.65
B-202405-20909,Booked,Private Party,Baby Shower Weekend,Wedding/Social,In-person,Full Package,Social,Social/Private,Direct Inquiry,Medium,2023-09-19,2023-11-03,34,2024-05-25,2024-05-26,1,249,62,62,79,1,Half Ballroom,1,1,11,0.0,0.0,1,88.5,176.17,163.41,10131.42,1366.57,10277.51,21775.5,41,6699.81,1366.57,9788.1,17854.48,0.6612903225806451,123.9,,2024,5,4,51.6,48.4,1,129.96,145.84,275.8,218.71,145.84,1,0.0,62,0,0,0,2,1,1,4,1,0,1,Banquet,0,0,0.0,1366.57,0,1320,1674.54,1,1,0,1,0.0,0.66
B-202405-43993,Booked,State Medical Association,Industry Forum,Association,In-person,Full Package,Healthcare,Healthcare,Cvent,Medium,2023-10-11,2023-11-13,24,2024-05-26,2024-05-27,1,228,80,80,98,1,Half Ballroom,1,0,9,0.0,0.0,3,80.7,174.74,151.95,12156.0,1283.79,2957.35,16397.14,55,8357.25,1283.79,2816.52,12457.56,0.6875,28.74,,2024,5,4,56.3,43.7,0,157.06,128.88,285.94,0.0,145.27,1,0.0,80,0,0,0,2,2,1,12,1,0,1,Classroom,3,1,2.0,1283.79,800,1980,3661.56,5,0,0,0,50.0,0.82
B-202405-65535,Booked,State Medical Association,Educational Seminar Series,Association,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,High,2023-10-11,2023-11-13,21,2024-05-28,2024-05-31,3,230,84,252,111,1,Half Ballroom,1,0,12,1.0,92833.04,3,85.4,165.2,147.08,37064.16,846.82,11333.32,49244.3,165,24268.2,846.82,10793.64,35908.66,0.6547619047619048,97.24,,2024,5,4,74.9,25.1,1,111.09,132.33,243.42,243.42,132.33,2,5.9,73,84,83,0,1,6,3,36,1,0,1,Classroom,3,1,1.67,846.82,1800,6184,10547.39,5,0,0,0,50.0,0.93
B-202405-65950,Booked,Youth Athletics,Band Competition,SMERF,In-person,Full Package,SMERF,Social/Community,Third-Party Planner,Medium,2024-01-12,2024-02-06,18,2024-05-29,2024-05-31,2,138,50,100,65,1,Half Ballroom,1,0,7,1.0,24441.06,1,82.1,166.61,152.88,15288.0,1614.33,4501.77,21404.1,88,13453.44,1614.33,4287.4,19355.17,0.88,65.96,,2024,5,4,66.1,33.9,1,125.24,143.6,268.84,220.59,143.6,2,14.0,43,50,0,0,2,4,2,16,1,0,1,Classroom,1,0,0.75,1614.33,450,1880,3773.34,2,0,0,0,0.0,0.54
B-202405-74350,Booked,Volunteer Network,High School Reunion,SMERF,In-person,Full Package,Other,Other,Website,Low,2024-03-28,2024-04-16,11,2024-05-30,2024-05-31,1,63,45,45,55,1,Half Ballroom,1,0,8,1.0,12509.14,4,81.2,160.33,143.19,6443.55,950.72,0.0,7394.27,38,5441.22,950.72,0.0,6391.94,0.8444444444444444,0.0,,2024,5,4,56.8,43.2,0,138.98,138.33,277.31,0.0,138.33,1,0.0,45,0,0,0,1,1,1,8,1,0,1,Classroom,2,0,2.0,950.72,350,0,986.19,0,0,0,0,100.0,0.46
B-202406-85055,Booked,Professional Services Group,Innovation Workshop,Corporate,In-person,Rooms Only,Healthcare,Other,Third-Party Planner,Low,2024-03-17,2024-03-27,7,2024-06-01,2024-06-02,1,76,25,25,27,0,,0,0,3,0.0,0.0,1,68.1,161.9,145.12,3628.0,0.0,0.0,3628.0,22,3192.64,0.0,0.0,3192.64,0.88,0.0,,2024,6,4,71.9,28.1,1,126.55,150.43,276.98,179.1,150.43,1,0.0,25,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-86449,Booked,Local School District,Sports Team Tournament,SMERF,In-person,Meeting Only,Education,Education,Referral,Low,2024-02-20,2024-03-10,11,2024-06-01,2024-06-02,1,102,0,0,117,1,Half Ballroom,0,0,8,0.0,0.0,2,72.5,167.8,0.0,0.0,1161.22,3421.37,4582.59,0,0.0,1161.22,3258.45,4419.67,,27.85,,2024,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,3,1,16,1,0,1,Classroom,2,0,1.0,1161.22,500,940,2661.03,2,0,0,0,33.3,0.97
B-202406-49283,Booked,State Medical Association,Policy Symposium,Association,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,Low,2023-10-27,2023-11-24,18,2024-06-02,2024-06-03,1,219,26,26,36,1,Breakout Room,1,0,10,1.0,8714.56,3,72.2,169.46,154.06,4005.56,545.63,2520.5,7071.69,20,3081.2,545.63,2400.48,6027.31,0.7692307692307693,66.68,,2024,6,2,71.3,28.7,1,44.2,127.26,171.46,171.46,127.26,1,0.0,26,0,0,0,1,1,1,8,0,0,1,Theater,2,0,2.0,545.63,350,3132,4448.95,4,0,0,0,100.0,0.9
B-202406-45310,Booked,Personal Event,Williams-Brown Wedding,Wedding/Social,In-person,Full Package,Social,Social/Private,Third-Party Planner,Low,2023-06-04,2023-07-20,36,2024-06-03,2024-06-04,1,365,45,45,59,1,Half Ballroom,1,0,10,1.0,21333.91,1,75.0,161.93,143.0,6435.0,1373.58,8062.17,15870.75,29,4147.0,1373.58,7678.26,13198.84,0.6444444444444445,130.14,,2024,6,4,68.5,31.5,1,145.52,125.66,271.18,179.64,125.66,1,0.0,45,0,0,0,1,2,1,8,1,0,1,Banquet,1,0,0.5,1373.58,150,1320,2159.16,1,1,0,1,0.0,0.49
B-202406-82634,Booked,Regional Healthcare System,Leadership Summit,Corporate,Hybrid,Full Package,Healthcare,Healthcare,Direct Inquiry,Medium,2024-03-11,2024-03-30,11,2024-06-03,2024-06-05,2,84,38,76,51,1,Half Ballroom,1,1,8,1.0,26821.33,3,71.3,161.55,141.01,10716.76,820.22,8978.73,20515.71,66,9306.66,820.22,8551.17,18678.05,0.868421052631579,167.67,,2024,6,3,63.7,36.3,1,100.5,164.7,265.2,221.08,221.08,2,18.4,31,38,0,0,1,2,2,16,1,0,1,Classroom,3,1,2.5,820.22,1000,3120,5340.84,3,0,0,0,100.0,0.42
B-202406-15276,Booked,Pharmaceutical Partners,Annual Sales Conference,Corporate,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,Low,2024-04-08,2024-04-30,9,2024-06-04,2024-06-06,2,57,5,10,6,1,Boardroom,1,0,13,0.0,0.0,1,71.8,162.95,134.48,1344.8,374.04,965.22,2684.06,8,1075.84,374.04,919.26,2369.14,0.8,153.21,,2024,6,4,60.8,39.2,1,126.83,150.3,277.13,235.79,150.3,2,0.0,5,5,0,0,1,2,2,16,0,1,1,Boardroom,2,0,1.5,374.04,500,768,3341.83,4,0,0,0,100.0,0.43
B-202406-72111,Booked,Heritage Travel,Regional Arts Tour,SMERF,In-person,Rooms Only,Other,Other,Direct Inquiry,Low,2024-03-10,2024-03-29,12,2024-06-04,2024-06-05,1,86,45,45,49,0,,0,0,7,1.0,5736.5,1,67.4,163.52,148.2,6669.0,0.0,0.0,6669.0,40,5928.0,0.0,0.0,5928.0,0.8888888888888888,0.0,,2024,6,4,53.2,46.8,1,37.93,147.18,185.11,185.11,147.18,1,0.0,45,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-82105,Booked,Professional Services Group,Product Launch Event,Corporate,In-person,Meeting Only,Technology,Other,Referral,Low,2024-03-20,2024-04-03,9,2024-06-04,2024-06-06,2,76,0,0,127,1,Grand Ballroom,0,0,5,1.0,37343.27,2,71.8,164.75,0.0,0.0,2490.26,19483.77,21974.03,0,0.0,2490.26,18555.97,21046.23,,146.11,,2024,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,2,16,1,0,1,Classroom,2,0,2.0,2490.26,700,14859,20373.89,5,0,0,0,100.0,0.53
B-202406-86072,Booked,Industry Trade Group,State Convention,Association,In-person,Full Package,Trade/Manufacturing,Trade/Manufacturing,Sales Call,Medium,2023-10-13,2023-11-14,22,2024-06-04,2024-06-06,2,235,55,110,74,1,Half Ballroom,1,1,10,0.0,0.0,1,71.0,160.31,135.89,14947.9,1863.34,12270.38,29081.62,87,11822.43,1863.34,11686.08,25371.85,0.7909090909090909,157.92,,2024,6,4,53.2,46.8,1,150.52,130.13,280.65,238.24,130.13,2,14.5,47,55,0,0,2,2,2,16,1,0,1,Theater,3,1,2.5,1863.34,1000,2100,4397.17,5,0,0,0,100.0,0.62
B-202406-24139,Booked,Personal Event,Graduation Celebration,Wedding/Social,In-person,Full Package,Social,Social/Private,Sales Call,Low,2023-08-10,2023-09-28,36,2024-06-05,2024-06-06,1,300,23,23,26,1,Breakout Room,1,1,13,0.0,0.0,2,73.5,160.94,147.27,3387.21,539.4,3581.76,7508.37,12,1767.24,539.4,3411.2,5717.84,0.5217391304347826,131.2,,2024,6,4,61.7,38.3,0,150.71,133.4,284.11,0.0,133.4,1,0.0,23,0,0,0,1,2,1,8,0,0,1,Banquet,1,0,1.0,539.4,300,1430,2979.77,1,1,0,1,0.0,0.65
B-202406-51017,Booked,Manufacturing Alliance,Customer Advisory Board,Corporate,In-person,Full Package,Finance,Other,RFP,High,2024-02-27,2024-03-20,8,2024-06-05,2024-06-08,3,99,58,174,79,1,Half Ballroom,1,1,14,0.0,0.0,2,74.7,166.97,146.27,25450.98,1752.54,19348.09,46551.61,159,23256.93,1752.54,18426.75,43436.22,0.913793103448276,233.25,,2024,6,2,72.8,27.2,0,10.2,131.79,141.99,0.0,131.79,2,8.2,47,58,56,0,2,3,3,24,1,0,1,Banquet,3,1,2.33,1752.54,1350,3840,6918.48,4,0,0,0,100.0,0.66
B-202406-82154,Booked,Education Foundation,Awards Gala Weekend,Association,In-person,Full Package,Education,Education,Direct Inquiry,Medium,2023-09-17,2023-10-17,22,2024-06-05,2024-06-07,2,262,60,120,82,1,Half Ballroom,1,1,8,0.0,0.0,1,71.2,162.23,145.59,17470.8,1144.01,5141.89,23756.7,98,14267.82,1144.01,4897.04,20308.87,0.8166666666666667,59.72,,2024,6,4,71.1,28.9,1,99.23,134.87,234.1,234.1,134.87,2,8.3,55,60,0,0,1,4,2,24,1,0,1,Classroom,3,1,2.25,1144.01,1700,4184,7761.86,4,0,0,0,50.0,0.68
B-202406-27474,Booked,Insurance Federation,Policy Symposium,Association,Hybrid,Full Package,Finance,Finance,Third-Party Planner,High,2023-11-03,2023-12-01,18,2024-06-06,2024-06-08,2,216,88,176,106,1,Half Ballroom,1,0,10,0.0,0.0,2,70.6,159.98,140.07,24652.32,820.62,7179.96,32652.9,124,17368.68,820.62,6838.06,25027.36,0.7045454545454546,64.51,,2024,6,3,69.3,30.7,1,78.75,144.37,223.12,223.12,144.37,2,10.2,79,88,0,0,1,5,2,24,1,0,1,Classroom,2,0,1.6,820.62,1350,3648,6893.54,5,0,0,0,20.0,0.88
B-202406-50180,Booked,Professional Engineers Society,Member Appreciation Event,Association,In-person,Full Package,Association,Other,Repeat Client,High,2023-08-23,2023-09-22,16,2024-06-06,2024-06-08,2,288,39,78,52,1,Half Ballroom,1,1,14,0.0,0.0,1,66.8,160.93,138.8,10826.4,1340.48,7591.58,19758.46,58,8050.4,1340.48,7230.08,16620.96,0.7435897435897436,139.04,,2024,6,3,52.9,47.1,1,129.72,151.95,281.67,196.58,151.95,2,17.9,32,39,0,0,1,2,2,16,1,0,1,Classroom,3,1,3.0,1340.48,1300,3080,5582.17,4,0,0,0,100.0,0.43
B-202406-21433,Booked,HR Professionals Network,Industry Forum,Association,In-person,Full Package,Professional Services,Professional Services,Referral,High,2023-06-08,2023-07-05,16,2024-06-07,2024-06-09,2,365,93,186,105,1,Half Ballroom,1,1,11,0.0,0.0,1,70.5,164.56,147.33,27403.38,1476.37,6543.34,35423.09,126,18563.58,1476.37,6231.75,26271.7,0.6774193548387096,59.35,,2024,6,4,63.9,36.1,1,89.14,140.34,229.48,229.48,140.34,2,5.4,88,93,0,0,2,4,2,24,1,0,1,Theater,2,0,1.75,1476.37,1200,3440,6391.1,4,0,0,0,50.0,0.88
B-202406-46721,Booked,Community Church,Youth Sports Tournament,SMERF,In-person,Meeting Only,SMERF,Religious,Website,Low,2024-04-15,2024-05-11,21,2024-06-07,2024-06-08,1,53,0,0,80,1,Half Ballroom,0,0,5,1.0,6117.03,2,70.1,162.62,0.0,0.0,1616.47,1543.08,3159.55,0,0.0,1616.47,1469.6,3086.07,,18.37,,2024,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,1,1,8,1,0,1,Theater,1,0,1.0,1616.47,150,700,1399.32,1,0,0,0,100.0,0.67
B-202406-62596,Booked,Accounting Institute,Board Retreat,Association,In-person,Meeting Only,Finance,Finance,Cvent,Low,2024-01-11,2024-02-06,20,2024-06-08,2024-06-09,1,149,0,0,60,1,Half Ballroom,0,1,6,1.0,8210.22,2,75.8,159.91,0.0,0.0,1136.48,4883.76,6020.24,0,0.0,1136.48,4651.2,5787.68,,77.52,,2024,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,1,8,1,0,1,Classroom,2,0,2.0,1136.48,350,1500,2439.73,3,0,0,0,100.0,0.5
B-202406-21395,Booked,Private Party,Milestone Birthday Party,Wedding/Social,In-person,Full Package,Social,Social/Private,Third-Party Planner,Low,2023-10-23,2023-12-14,38,2024-06-10,2024-06-11,1,231,25,25,30,1,Breakout Room,1,1,14,1.0,11687.8,3,76.8,157.69,134.41,3360.25,523.38,4395.82,8279.45,17,2284.97,523.38,4186.5,6994.85,0.68,139.55,,2024,6,2,57.5,42.5,1,31.75,240.52,272.27,240.52,240.52,1,0.0,25,0,0,0,1,2,1,8,0,0,1,Banquet,2,0,1.0,523.38,350,1350,2900.92,1,0,1,1,0.0,0.75
B-202406-30252,Booked,Consulting Network,Performance Review Summit,Corporate,In-person,Full Package,Professional Services,Professional Services,Cvent,Low,2024-03-31,2024-04-24,14,2024-06-10,2024-06-11,1,71,57,57,63,1,Half Ballroom,1,1,10,0.0,0.0,2,65.3,160.36,147.91,8430.87,1016.47,4500.18,13947.52,46,6803.86,1016.47,4285.89,12106.22,0.8070175438596491,68.03,,2024,6,3,62.2,37.8,1,78.3,150.43,228.73,228.73,150.43,1,0.0,57,0,0,0,1,1,1,8,1,0,1,Banquet,2,0,2.0,1016.47,350,1560,2474.55,3,0,0,0,100.0,0.53
